"Код";"Наименование";"Наличие";"Цена";"Полное описание";"Категория";"Фотография";"Производитель";"Название";"Артикул";"Гарантия";"Ресурс при 5% заполнении";"Тип";"Цвет печати";"Совместимость";"Категория";"Технология печати";"Для бренда";"Фасовка";"Тип чернил";"Штук в упаковке";"Размер";"Формат";"Плотность";"Белизна";"Тип фотобумаги";"Количество картриджей"
00000004144;Тонер-картридж Brother TN-6600 (O);Да;3 510;;Картриджи;720b4616-fd70-11e1-8c66-001e67062bc8;Brother;;;От производителя;6000 стр.;Оригинальный;Черный (для монохромных устройств);Для Brother HL-1030/1230/1240/1470N/P2500 // Brother MFC-8350/8750/9600/9650 // Brother FAX-4750/5750/8350P/8360P/8750P;Картриджи;Лазерная;;;;;;;;;;
00000004203;Тонер-картридж Brother TN-3330 (O);Да;3 090;;Картриджи;32f7fb36-1cd7-11e2-8c66-001e67062bc8;Brother;;;От производителя;3000 стр.;Оригинальный;Черный (для монохромных устройств);Для Brother HL-5440D/5450DN/5470DW/6180DW // Brother DCP-8110DN/8250DN // Brother MFC-8250DN/8950DW;Картриджи;Лазерная;;;;;;;;;;
00000004204;Тонер-картридж Brother TN-3380 (O);Да;5 020;;Картриджи;3f0988fe-1cea-11e2-8c66-001e67062bc8;Brother;;;От производителя;8000 стр.;Оригинальный;Черный (для монохромных устройств);Для Brother HL-5440D/5450DN/5470DW/6180DW // Brother DCP-8110DN/8250DN // Brother MFC-8250DN/8950DW;Картриджи;Лазерная;;;;;;;;;;
00000004912;Тонер-картридж Brother TN-8000 (O);Нет;1 500;;Картриджи;f28f03a2-d3f4-11e2-ac7d-001e67062bc8;Brother;;;От производителя;2200 стр.;Оригинальный;Черный (для монохромных устройств);Для Brother FAX-2850/8070P // МФУ MFC-4800/9030/9070/9160/9180;Картриджи;Лазерная;;;;;;;;;;
00000005816;Тонер-картридж Brother TN-1075 (О);Да;1 450;;Картриджи;;;;;;;;;;;;;;;;;;;;;
00000000164;Тонер-картридж Canon NPG-11 (O);Нет;;;Картриджи;24b87d1c-a74c-11dd-a3f1-00804842e01d;Canon;;;От производителя;2500 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon NP6012/6111/6112/6212/6312/6412/6512/6612/7120/7130;Картриджи;Лазерная;;;;;;;;;;
00000000332;Тонер-картридж Canon C-EXV14 (O);Нет;1 070;;Картриджи;77a15618-f8e1-11dd-a466-00804842e01d;Canon;;;От производителя;8300 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR2016/2018/2020/2022/2025/2030/2318/2320/2420/2422;Картриджи;Лазерная;;;;;;;;;;
00000000372;Картридж Canon EP-27 (O);Да;2 120;;Картриджи;75bb725e-0d48-11de-a47a-00804842e01d;Canon;;;От производителя;2500 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon LBP3200 // Canon MF3110/3228/3240/5630/5650/5730/5750/5770;Картриджи;Лазерная;;;;;;;;;;
00000000377;Картридж Canon Cartridge 703 (O);Нет;2 280;;Картриджи;3c0b1747-12f3-11de-a482-00804842e01d;Canon;;;От производителя;2000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon LBP2900/3000;Картриджи;Лазерная;;;;;;;;;;
00000000383;Картридж Canon FX-10 (O);Да;2 200;;Картриджи;f968f8a0-1786-11de-a489-00804842e01d;Canon;;;От производителя;2000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon i-SENSYS MF4010/4018/4120/4140/4150/4270/4320D/4330D/4340D/4350D/4370D/4380D/4660PL/4690PL // Canon FAX-L95/100/120/140/160;Картриджи;Лазерная;;;;;;;;;;
00000000402;Тонер-картридж Canon C-EXV6 (O);Нет;890;;Картриджи;29a16a62-2046-11de-a496-00804842e01d;Canon;;;От производителя;6900 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon NP7160/7161/7162/7163/7164/7210/7214;Картриджи;Лазерная;;;;;;;;;;
00000000403;Тонер-картридж Canon C-EXV18 (O);Да;1 590;;Картриджи;29a16a64-2046-11de-a496-00804842e01d;Canon;;;От производителя;8400 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR1018/1022/1024;Картриджи;Лазерная;;;;;;;;;;
00000000429;Картридж Canon Cartridge 712 (O);Нет;2 070;;Картриджи;1ce3ffcd-33c7-11de-a4b0-00804842e01d;Canon;;;От производителя;1500 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon i-SENSYS LBP3010/3100;Картриджи;Лазерная;;;;;;;;;;
00000000465;Тонер-картридж Canon C-EXV3 (O);Нет;;;Картриджи;f160571f-446f-11de-a4c3-00804842e01d;Canon;;;От производителя;8500 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR2200/2220/2800/3300/3320;Картриджи;Лазерная;;;;;;;;;;
00000000566;Картридж Canon E-16 (O);Да;2 740;;Картриджи;9439a5e3-768b-11de-a500-00804842e01d;Canon;;;От производителя;2000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon FC108/128/200/206/208/210/220/226/228/230/310/330/336/530, PC740/750/770/860/880/890;Картриджи;Лазерная;;;;;;;;;;
00000000567;Картридж Canon Cartridge 708L (O);Нет;;;Картриджи;9439a5e5-768b-11de-a500-00804842e01d;Canon;;;От производителя;2500 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon LBP3300/3360;Картриджи;Лазерная;;;;;;;;;;
00000000634;Тонер-картридж Canon C-EXV14 (O) (2 шт./уп.);Нет;2 170;;Картриджи;a127966f-826b-11de-9d6c-001966c0e0d0;Canon;;;От производителя;2 шт. по 8300 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR2016/2018/2020/2022/2025/2030/2318/2320/2420/2422;Картриджи;Лазерная;;;;;;;;;;
00000001133;Тонер-картридж Canon C-EXV5 (O);Нет;;;Картриджи;112639f7-accb-11de-9e4a-00804842e01d;Canon;;;От производителя;7850 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR1600/1605/1610/2000/2010;Картриджи;Лазерная;;;;;;;;;;
00000001270;Картридж Canon EP-22 (O);Нет;1 990;;Картриджи;d2c622e5-d348-11de-9e74-00804842e01d;Canon;;;От производителя;2500 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon LBP800/810/1120;Картриджи;Лазерная;;;;;;;;;;
00000001842;Картридж Canon Cartridge 708H (O);Нет;;;Картриджи;7e2a2ca6-6eea-11df-a70d-001966c0e0d0;Canon;;;От производителя;6000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon LBP3300/3360;Картриджи;Лазерная;;;;;;;;;;
00000002223;Картридж Canon Cartridge 710 (O);Нет;;;Картриджи;d5c02112-af54-11df-9b41-cc769c9f58a7;Canon;;;От производителя;6000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon LBP3460;Картриджи;Лазерная;;;;;;;;;;
00000002224;Картридж Canon Cartridge 710H (O);Нет;;;Картриджи;d5c02114-af54-11df-9b41-cc769c9f58a7;Canon;;;От производителя;12000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon LBP3460;Картриджи;Лазерная;;;;;;;;;;
00000002229;Картридж Canon E-30 (O);Нет;;;Картриджи;d5c0211e-af54-11df-9b41-cc769c9f58a7;Canon;;;От производителя;4000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon FC108/128/200/206/208/210/220/226/228/230/310/330/336/530, PC740/750/770/860/880/890;Картриджи;Лазерная;;;;;;;;;;
00000002230;Картридж Canon Cartridge 713 (O);Нет;;;Картриджи;d5c02120-af54-11df-9b41-cc769c9f58a7;Canon;;;От производителя;2000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon i-SENSYS LBP3250;Картриджи;Лазерная;;;;;;;;;;
00000002235;Тонер-картридж Canon NPG-1 (O);Нет;;;Картриджи;d5c0212d-af54-11df-9b41-cc769c9f58a7;Canon;;;От производителя;4000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon NP1000/1015/1200/1215/1218/1318/1510/1515/1520/1530/1550/1812/1820/2010/2020/2120/6020/6021/6115/6116/6117/6216/6218/6220/6221/6317/6320;Картриджи;Лазерная;;;;;;;;;;
00000002980;Тонер-картридж Canon C-EXV33 (O);Да;1 640;;Картриджи;b8d44f5d-ac57-11e0-83f2-001e67062bc8;Canon;;;От производителя;14600 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR2520/2525/2530;Картриджи;Лазерная;;;;;;;;;;
00000003140;Картридж Canon Cartridge 728 (O);Да;2 610;;Картриджи;47dcee20-e37f-11e0-b759-001e67062bc8;Canon;;;От производителя;2100 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon i-SENSYS MF4410/4430/4450/4550D/4570DN/4580DN/4730/4750/4780W/4870DN/4890DW // Canon FAX L-150/170/410;Картриджи;Лазерная;;;;;;;;;;
00000003170;Картридж Canon Cartridge 725 (O);Да;2 540;;Картриджи;f8037850-e8e4-11e0-b9b5-001e67062bc8;Canon;;;От производителя;1600 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon i-SENSYS LBP6000/6020 // Canon i-SENSYS MF3010;Картриджи;Лазерная;;;;;;;;;;
00000004016;Картридж Canon Cartridge 726 (O);Нет;;;Картриджи;9e62f17e-c2a4-11e1-93fa-001e67062bc9;Canon;;;От производителя;2100 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon i-SENSYS LBP6200D;Картриджи;Лазерная;;;;;;;;;;
00000004793;Картридж Canon Cartridge 718Bk Black (O);Нет;;;Картриджи;e374e75b-c1e6-11e2-a15d-001e67062bc9;Canon;;;От производителя;3400 стр.;Оригинальный;Черный (для цветных устройств);Для Canon LBP7200/7210/7660/7680 // Canon MF8330/8340/8350/8360/8380/8540/8550/8580;Картриджи;Лазерная;;;;;;;;;;
00000004794;Картридж Canon Cartridge 718C Cyan (O);Нет;;;Картриджи;e374e75d-c1e6-11e2-a15d-001e67062bc9;Canon;;;От производителя;2900 стр.;Оригинальный;Голубой (Cyan);Для Canon LBP7200/7210/7660/7680 // Canon MF8330/8340/8350/8360/8380/8540/8550/8580;Картриджи;Лазерная;;;;;;;;;;
00000004795;Картридж Canon Cartridge 718M Magenta (O);Нет;;;Картриджи;e374e75f-c1e6-11e2-a15d-001e67062bc9;Canon;;;От производителя;2900 стр.;Оригинальный;Пурпурный (Magenta);Для Canon LBP7200/7210/7660/7680 // Canon MF8330/8340/8350/8360/8380/8540/8550/8580;Картриджи;Лазерная;;;;;;;;;;
00000004796;Картридж Canon Cartridge 718Y Yellow (O);Нет;;;Картриджи;e374e761-c1e6-11e2-a15d-001e67062bc9;Canon;;;От производителя;2900 стр.;Оригинальный;Желтый (Yellow);Для Canon LBP7200/7210/7660/7680 // Canon MF8330/8340/8350/8360/8380/8540/8550/8580;Картриджи;Лазерная;;;;;;;;;;
00000000394;Тонер-картридж Konica Minolta type 1312 (O);Нет;;;Картриджи;86358c05-1d26-11de-a48f-00804842e01d;Konica Minolta;;;От производителя;5000 стр.;Оригинальный;Черный (для монохромных устройств);Для Konica Minolta type 1312;Картриджи;Лазерная;;;;;;;;;;
00000000688;Тонер-картридж Konica Minolta EP 1030/1031 (O);Нет;;;Картриджи;1040efc7-871c-11de-9d73-001966c0e0d0;Konica Minolta;;;От производителя;1500 стр.;Оригинальный;Черный (для монохромных устройств);Для Konica Minolta EP 1030/1031 ;Картриджи;Лазерная;;;;;;;;;;
00000005237;Тонер-картридж Konica Minolta TNP-24 для Konica Minolta Bizhub 20/20P (O);Да;4 300;;Картриджи;cf8ef5a5-0a34-11e3-b733-001e67062bc9;Konica Minolta;;;От производителя;8000 стр.;Оригинальный;Черный (для монохромных устройств);Для Konica Minolta Bizhub 20/20P;Картриджи;Лазерная;;;;;;;;;;
00000005497;Тонер-картридж Konica Minolta A00W331 Cyan;Нет;;;Картриджи;1a3c9ecb-1488-11e3-8d49-001e67062bc8;Konica Minolta;;;От производителя;1500 стр.;Оригинальный;Голубой (Cyan);Для принтера Konica Minolta Magicolor 2400W;Картриджи;Лазерная;;;;;;;;;;
00000000406;Тонер-картридж Ricoh type 1270D (O) (7000 стр.);Нет;1 030;;Картриджи;29a16a69-2046-11de-a496-00804842e01d;Ricoh;;;От производителя;7000 стр.;Оригинальный;Черный (для монохромных устройств);Для Ricoh Aficio 1515/MP161/MP171;Картриджи;Лазерная;;;;;;;;;;
00000000407;Тонер-картридж Ricoh type 2220D (O) (11000 стр.);Да;1 040;;Картриджи;29a16a6b-2046-11de-a496-00804842e01d;Ricoh;;;От производителя;11000 стр.;Оригинальный;Черный (для монохромных устройств);Для Ricoh Aficio 1022/1027;Картриджи;Лазерная;;;;;;;;;;
00000000357;Картридж Xerox 113R00621 (О) (3000 стр.);Нет;;;Картриджи;48a2ec68-03e9-11de-a471-00804842e01d;Xerox;;;От производителя;3000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox WC PE220;Картриджи;Лазерная;;;;;;;;;;
00000000404;Картридж Xerox 113R00667 (O) (3500 стр.);Нет;;;Картриджи;29a16a66-2046-11de-a496-00804842e01d;Xerox;;;От производителя;3500 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox WC PE16/PE16e;Картриджи;Лазерная;;;;;;;;;;
00000000423;Картридж Xerox 113R00735 (O) (2000 стр.);Нет;;;Картриджи;4351078f-2f0e-11de-a4ab-00804842e01d;Xerox;;;От производителя;2000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox Phaser 3200MFP;Картриджи;Лазерная;;;;;;;;;;
